0	7	0	15.676000
0	7	1	11.364000
0	7	2	11.102000
0	7	3	11.419000
0	7	4	14.682000
0	7	5	16.988000
0	7	6	15.150000
0	7	7	16.435000
0	7	8	13.090000
0	7	9	11.599000
0	7	10	12.576000
0	7	11	11.333000
0	7	12	15.850000
0	7	13	12.309000
0	7	14	29.588000
0	7	15	12.355000
0	7	16	13.742000
0	7	17	11.564000
0	7	18	12.358000
0	7	19	12.198000
0	7	20	12.104000
0	7	21	13.352000
0	7	22	10.588000
0	7	23	11.490000
0	7	24	10.268000
0	7	25	10.520000
0	7	26	11.514000
0	7	27	10.559000
0	7	28	9.985000
0	7	29	11.567000
0	7	30	11.114000
0	7	31	11.496000
0	7	32	12.116000
0	7	33	13.076000
0	7	34	14.927000
0	7	35	12.344000
0	7	36	17.952000
0	7	37	12.355000
0	7	38	12.335000
0	7	39	12.156000
0	7	40	12.081000
0	7	41	13.135000
0	7	42	12.353000
0	7	43	12.626000
0	7	44	11.917000
0	7	45	14.991000
0	7	46	10.771000
0	7	47	15.363000
0	7	48	12.440000
0	7	49	12.778000
0	7	50	13.661000
0	7	51	11.658000
0	7	52	14.799000
0	7	53	11.307000
0	7	54	14.804000
0	7	55	14.118000
0	7	56	10.656000
0	7	57	12.282000
0	7	58	15.240000
0	7	59	10.662000
0	7	60	12.666000
0	7	61	12.341000
0	7	62	11.989000
0	7	63	10.945000
0	7	64	13.510000
0	7	65	15.318000
0	7	66	10.542000
0	7	67	13.606000
0	7	68	12.254000
0	7	69	12.109000
0	7	70	13.647000
0	7	71	12.672000
0	7	72	12.512000
0	7	73	14.466000
0	7	74	10.971000
0	7	75	12.822000
0	7	76	13.078000
0	7	77	11.265000
0	7	78	10.812000
0	7	79	11.219000
0	7	80	12.163000
0	7	81	11.957000
0	7	82	12.279000
0	7	83	10.938000
0	7	84	12.035000
0	7	85	9.820000
0	7	86	11.385000
0	7	87	9.798000
0	7	88	11.109000
0	7	89	10.699000
0	7	90	11.912000
0	7	91	11.430000
0	7	92	11.349000
0	7	93	12.117000
0	7	94	11.008000
0	7	95	11.278000
0	7	96	11.414000
0	7	97	11.150000
0	7	98	14.655000
0	7	99	10.840000
0	7	100	12.016000
0	7	101	11.892000
0	7	102	12.237000
0	7	103	13.931000
0	7	104	12.290000
0	7	105	10.767000
0	7	106	12.396000
0	7	107	13.004000
0	7	108	12.059000
0	7	109	12.125000
0	7	110	12.283000
0	7	111	11.752000
0	7	112	12.042000
0	7	113	10.771000
0	7	114	13.076000
0	7	115	15.909000
0	7	116	11.892000
0	7	117	11.852000
0	7	118	10.215000
0	7	119	11.737000
0	7	120	12.013000
0	7	121	13.776000
0	7	122	10.525000
0	7	123	14.010000
0	7	124	13.803000
0	7	125	10.300000
0	7	126	10.254000
0	7	127	12.385000
0	7	128	11.182000
0	7	129	9.967000
0	7	130	11.251000
0	7	131	12.547000
0	7	132	11.253000
0	7	133	12.419000
0	7	134	11.493000
0	7	135	14.270000
0	7	136	11.327000
0	7	137	11.538000
0	7	138	11.255000
0	7	139	12.183000
0	7	140	11.318000
0	7	141	11.062000
0	7	142	9.747000
0	7	143	9.629000
0	7	144	10.166000
0	7	145	11.998000
0	7	146	10.509000
0	7	147	12.859000
0	7	148	11.347000
0	7	149	11.898000
0	7	150	10.187000
0	7	151	11.704000
0	7	152	11.611000
0	7	153	9.853000
0	7	154	11.030000
0	7	155	10.535000
0	7	156	11.416000
0	7	157	11.528000
0	7	158	9.835000
0	7	159	11.028000
0	7	160	11.066000
0	7	161	13.231000
0	7	162	12.108000
0	7	163	12.649000
0	7	164	9.891000
0	7	165	10.727000
0	7	166	11.732000
0	7	167	11.696000
0	7	168	11.767000
0	7	169	14.264000
0	7	170	9.585000
0	7	171	11.173000
0	7	172	10.908000
0	7	173	10.589000
0	7	174	13.084000
0	7	175	11.957000
0	7	176	11.479000
0	7	177	12.056000
0	7	178	11.245000
0	7	179	10.324000
0	7	180	12.083000
0	7	181	11.598000
0	7	182	11.366000
0	7	183	9.994000
0	7	184	9.479000
0	7	185	13.309000
0	7	186	11.407000
0	7	187	10.788000
0	7	188	11.405000
0	7	189	10.169000
0	7	190	11.416000
0	7	191	10.829000
0	7	192	10.969000
0	7	193	12.311000
0	7	194	10.569000
0	7	195	11.364000
0	7	196	11.021000
0	7	197	10.305000
0	7	198	14.275000
0	7	199	10.483000
0	7	200	10.202000
0	7	201	12.180000
0	7	202	11.323000
0	7	203	11.808000
0	7	204	11.803000
0	7	205	9.667000
0	7	206	12.633000
0	7	207	12.136000
0	7	208	10.533000
0	7	209	11.347000
0	7	210	11.088000
0	7	211	10.834000
0	7	212	10.137000
0	7	213	11.341000
0	7	214	10.368000
0	7	215	11.436000
0	7	216	10.829000
0	7	217	9.603000
0	7	218	11.887000
0	7	219	11.031000
0	7	220	10.521000
0	7	221	11.430000
0	7	222	11.026000
0	7	223	10.382000
0	7	224	10.766000
0	7	225	11.062000
0	7	226	12.804000
0	7	227	10.475000
0	7	228	12.520000
0	7	229	10.250000
0	7	230	13.846000
0	7	231	12.147000
0	7	232	11.845000
0	7	233	9.664000
0	7	234	11.028000
0	7	235	14.484000
0	7	236	14.372000
0	7	237	11.291000
0	7	238	12.390000
0	7	239	13.129000
0	7	240	14.541000
0	7	241	10.803000
0	7	242	12.477000
0	7	243	12.070000
0	7	244	12.874000
0	7	245	13.177000
0	7	246	13.915000
0	7	247	14.191000
0	7	248	13.968000
0	7	249	11.996000
0	7	250	12.074000
0	7	251	10.413000
0	7	252	10.500000
0	7	253	11.700000
0	7	254	13.690000
0	7	255	11.298000
0	7	256	13.656000
0	7	257	13.290000
0	7	258	13.613000
0	7	259	11.745000
0	7	260	14.586000
0	7	261	10.853000
0	7	262	12.427000
0	7	263	12.337000
0	7	264	12.537000
0	7	265	13.042000
0	7	266	11.441000
0	7	267	10.331000
0	7	268	11.214000
0	7	269	10.051000
0	7	270	11.222000
0	7	271	9.868000
0	7	272	11.715000
0	7	273	11.230000
0	7	274	11.200000
0	7	275	13.447000
0	7	276	11.258000
0	7	277	11.456000
0	7	278	11.483000
0	7	279	13.951000
0	7	280	12.274000
0	7	281	11.801000
